,education-num,capital-gain,capital-loss,age-range_encoded,workclass_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,singleormarried_encoded,working-hours-range_encoded,unitedstateorothers_encoded,income-per-year_encoded
533,12,0,0,2,2,3,5,4,0,0,1,1,1
534,15,20051,0,4,2,9,0,4,1,0,1,1,1
535,8,0,0,1,1,12,0,4,1,0,1,1,0
536,2,0,0,3,2,8,1,2,0,1,0,1,0
537,11,0,0,0,2,2,1,4,1,1,1,1,0
538,13,0,0,1,3,4,1,4,0,1,1,1,0
540,10,0,0,2,2,13,0,4,1,0,1,1,0
541,16,0,0,0,2,9,3,4,1,1,1,1,0
542,10,0,0,1,2,5,4,4,0,1,1,1,0
543,9,0,0,0,2,13,1,4,1,1,1,1,0
544,10,0,0,0,2,11,0,4,1,0,1,1,0
545,9,0,0,1,2,5,1,4,0,1,1,1,0
546,6,0,0,3,2,7,5,4,0,0,3,1,0
547,10,0,0,1,1,10,0,4,1,0,1,1,0
548,9,0,0,0,2,5,3,4,1,1,0,1,0
549,10,0,0,0,2,2,4,4,1,1,1,1,0
550,10,0,0,2,4,3,1,4,1,1,1,1,0
551,9,0,0,1,4,7,4,4,0,1,1,1,0
552,7,0,0,5,2,0,4,4,0,1,1,1,0
553,9,0,0,1,2,6,5,2,0,0,1,1,0
554,11,0,0,1,0,2,4,2,0,1,1,1,1
555,7,0,0,4,2,6,1,4,0,1,1,1,0
556,9,0,0,1,2,6,0,4,1,0,1,1,0
558,9,0,0,1,2,12,5,4,0,0,0,1,0
559,7,0,0,1,2,7,0,4,1,0,1,0,0
560,13,0,0,0,2,13,1,4,1,1,1,1,0
561,13,0,0,3,2,11,0,4,1,0,0,1,1
562,10,0,0,2,2,9,0,4,1,0,1,1,1
563,9,0,0,0,2,5,4,2,0,1,1,1,0
564,13,0,0,3,4,9,0,4,1,0,2,1,1
565,9,0,0,0,2,5,3,0,1,1,1,1,0
566,14,5013,0,2,3,3,0,4,1,0,1,1,0
567,4,0,0,2,2,7,4,4,0,1,1,0,0
568,9,0,0,0,4,2,1,4,1,1,0,1,0
569,14,0,0,2,2,3,4,4,1,1,1,1,0
570,9,0,0,0,2,2,3,4,1,1,1,1,0
571,9,0,0,3,2,9,0,4,1,0,1,1,0
572,7,0,0,6,2,11,3,4,1,1,3,1,0
573,11,0,1977,1,2,2,0,4,1,0,1,1,1
574,16,0,0,0,2,9,1,4,0,1,2,1,0
575,13,0,0,0,2,3,5,4,1,0,1,1,1
577,12,0,0,1,4,11,4,4,0,1,0,1,0
578,13,0,0,3,1,9,1,4,0,1,1,1,0
579,10,0,0,0,4,2,0,4,1,0,1,1,0
581,9,0,0,3,2,11,0,4,1,0,1,1,1
582,9,0,0,3,2,2,0,4,1,0,1,1,0
583,9,0,0,0,2,6,0,4,1,0,1,1,0
584,13,0,0,1,4,12,1,4,1,1,1,1,0
585,10,0,0,0,2,11,3,4,0,1,0,1,0
586,10,0,0,0,2,0,1,4,1,1,2,1,0
587,7,0,0,6,2,7,3,4,1,1,1,1,0
588,6,0,1887,3,2,2,0,4,1,0,1,1,1
589,13,0,0,3,3,9,1,4,1,1,4,1,0
592,4,0,0,4,2,13,1,4,1,1,1,1,1
593,13,7688,0,1,2,9,0,4,1,0,1,0,1
594,13,0,0,0,2,0,3,4,0,1,1,1,0
595,9,0,0,0,2,11,3,4,1,1,1,1,0
597,15,0,1902,2,4,9,0,4,1,0,1,1,1
598,10,2174,0,0,2,12,1,4,1,1,1,1,0
599,13,0,0,2,2,9,1,4,0,1,1,1,0
600,13,0,0,1,2,12,1,4,1,1,1,1,0
601,10,0,0,6,2,0,3,4,1,1,0,1,0
602,4,0,0,4,2,7,1,4,0,1,1,1,0
603,5,0,0,2,1,7,0,4,1,0,1,1,0
604,12,0,0,1,4,4,1,4,1,1,1,1,0
605,9,0,0,2,2,0,4,2,0,1,0,1,0
606,14,0,0,3,2,2,0,4,1,0,1,1,1
607,9,0,0,0,2,2,1,0,1,1,1,1,0
608,9,0,0,1,1,3,1,2,1,1,1,1,0
609,6,0,0,6,2,7,3,4,0,1,0,1,0
610,14,6849,0,3,2,9,1,4,0,1,2,1,0
611,9,0,0,0,2,2,1,4,1,1,1,1,0
612,9,0,0,0,2,5,0,4,1,0,1,1,0
613,13,1055,0,0,1,9,3,4,1,1,1,1,0
614,13,0,0,0,2,7,3,4,0,1,0,1,0
615,9,0,0,1,2,5,3,4,1,1,2,1,0
616,9,0,0,1,2,13,0,2,1,0,1,1,0
617,9,0,0,3,4,3,0,4,1,0,0,1,0
618,13,0,0,3,3,11,0,4,1,0,1,1,0
619,15,15024,0,2,2,9,0,4,1,0,1,1,1
620,13,0,0,0,2,11,3,4,0,1,0,1,0
621,7,0,0,2,2,7,1,2,0,1,0,1,0
622,5,0,0,4,2,8,4,2,0,1,0,1,0
623,11,0,0,0,2,13,0,4,1,0,1,1,0
624,5,0,0,2,2,5,4,4,1,0,1,0,0
625,9,0,0,1,2,4,3,2,1,1,2,1,0
626,9,0,0,1,2,11,0,4,1,0,1,1,1
627,9,0,0,1,4,11,0,4,1,0,2,1,0
628,10,0,0,1,2,3,0,4,1,0,1,1,1
629,13,0,0,2,2,11,0,4,1,0,0,1,1
630,10,0,0,2,4,7,4,2,0,1,1,1,0
631,6,0,0,2,1,7,4,2,0,1,1,1,0
632,10,15024,0,2,2,2,0,4,1,0,2,1,1
633,13,0,0,1,2,0,5,2,0,0,1,1,1
634,9,0,0,3,4,2,0,4,1,0,2,1,0
635,9,0,0,6,2,7,3,4,0,1,3,1,0
636,13,0,0,0,2,5,1,4,1,1,1,1,0
637,13,15024,0,1,2,3,0,4,1,0,2,1,1
638,3,0,0,2,3,13,0,4,1,0,1,0,0
639,16,0,0,3,4,9,0,4,1,0,2,1,1
640,9,0,0,0,2,2,1,4,1,1,1,1,0
641,9,0,0,4,2,2,0,4,1,0,1,1,0
642,10,0,0,0,2,5,3,4,1,1,1,1,0
643,10,5178,0,1,2,11,0,4,1,0,1,1,1
644,10,0,0,1,2,2,0,4,1,0,1,1,0
645,16,0,0,3,3,9,1,4,1,1,1,1,1
646,9,0,0,1,1,0,4,4,0,1,1,1,0
647,9,0,0,5,2,2,0,4,1,0,3,1,0
649,13,0,0,1,5,12,0,4,1,0,1,1,1
650,10,0,0,0,2,7,3,4,1,1,0,1,0
651,9,4101,0,0,2,3,2,4,1,1,1,1,0
652,16,0,0,1,2,9,0,1,1,0,1,0,1
653,10,0,0,1,5,3,1,4,0,1,1,1,0
654,9,0,0,0,2,6,3,4,0,1,0,1,0
655,10,0,0,0,5,0,4,1,0,1,1,0,0
657,9,0,0,1,2,2,0,4,1,0,1,1,0
658,4,0,0,2,2,2,0,4,1,0,0,1,0
659,9,0,0,2,2,6,0,4,1,0,1,1,1
660,8,0,0,2,4,5,0,2,1,0,1,1,1
661,14,0,0,1,2,11,1,4,1,1,2,1,0
662,10,0,0,0,2,9,1,4,1,1,1,1,0
663,14,0,0,2,1,9,1,4,1,1,0,1,0
664,10,0,0,0,2,11,1,4,0,1,0,1,0
665,12,8614,0,2,2,9,4,4,0,1,1,1,1
666,10,3411,0,0,5,13,0,4,1,0,1,1,0
667,9,0,0,2,2,2,0,2,1,0,1,1,1
669,5,0,1721,0,2,6,1,4,1,1,1,1,0
670,10,0,0,2,0,3,1,4,1,1,1,1,0
672,7,0,0,6,4,4,3,4,1,1,3,1,0
673,13,0,0,1,2,3,0,4,1,0,1,1,1
674,9,0,0,3,3,11,0,4,1,0,1,1,1
675,9,2597,0,0,2,11,3,4,0,1,1,1,0
676,8,0,0,6,2,7,3,4,1,1,3,1,0
677,10,0,0,1,2,0,0,4,1,0,1,0,0
678,9,0,0,1,2,2,1,4,1,1,1,1,0
679,9,0,0,3,4,3,1,4,1,1,1,1,0
680,9,0,0,0,1,10,3,4,1,1,1,1,0
681,11,0,0,1,2,2,0,4,1,0,1,0,1
682,9,0,0,1,4,2,0,4,1,0,1,1,1
683,10,0,0,0,1,3,4,2,1,1,1,1,0
684,7,0,0,6,5,0,3,4,0,1,3,1,0
685,9,0,0,1,2,3,1,4,0,1,1,1,0
687,13,0,0,2,1,9,5,4,0,0,1,1,0
688,14,0,0,2,2,3,1,4,1,1,0,0,0
689,9,0,0,0,2,7,2,4,1,1,0,1,0
690,10,0,0,3,1,4,0,4,1,0,1,1,0
691,10,0,0,0,2,6,3,2,0,1,1,1,0
692,10,0,0,2,2,9,0,4,1,0,1,1,0
693,10,0,0,0,2,9,3,4,1,1,0,1,0
694,13,0,0,0,5,12,1,4,0,1,0,1,0
696,14,0,0,1,2,9,1,4,1,1,2,1,1
697,14,0,1902,1,2,12,0,4,1,0,1,1,1
698,13,0,0,1,2,9,3,4,0,1,1,0,0
699,9,0,0,6,2,11,3,4,0,1,0,1,0
700,13,0,0,1,1,9,1,4,1,1,1,1,0
701,13,0,1380,1,2,11,4,4,0,1,1,0,0
702,10,0,0,0,2,5,3,4,1,1,0,1,0
703,10,0,0,1,4,2,0,4,1,0,1,1,0
704,16,25236,0,2,2,9,4,4,0,1,2,1,1
705,13,0,0,2,2,3,3,4,0,1,1,1,1
706,8,0,0,2,2,7,0,2,1,0,1,0,0
707,10,0,0,2,2,11,1,2,1,1,1,1,0
708,9,0,0,4,2,2,0,4,1,0,0,1,0
709,7,0,0,6,2,7,2,4,1,1,0,1,0
710,13,0,0,0,2,9,0,4,1,0,1,1,0
711,10,0,0,1,2,0,4,2,0,1,1,1,0
713,11,4386,0,2,2,12,0,4,1,0,1,1,0
714,13,0,0,1,1,0,4,4,0,1,0,0,0
715,9,0,0,1,2,7,4,2,0,1,1,1,0
716,9,0,0,1,2,6,0,4,1,0,1,1,0
717,9,0,0,6,5,12,3,4,0,1,1,1,0
718,10,0,0,0,2,11,3,4,0,1,3,1,0
719,13,0,0,1,2,3,0,4,1,0,1,1,1
720,9,0,0,1,2,7,1,4,1,1,1,1,0
721,9,0,2051,2,2,2,0,4,1,0,2,1,0
722,13,4650,0,0,2,9,1,4,1,1,1,1,0
723,9,0,0,3,1,3,0,4,1,0,1,1,1
724,13,7298,0,2,2,3,0,4,1,0,1,1,1
726,9,0,0,2,2,11,5,4,0,0,1,1,0
727,10,0,0,0,2,7,1,4,0,1,0,1,0
728,9,0,0,1,2,7,0,4,1,0,1,0,0
730,10,0,0,0,2,7,1,4,0,1,0,1,0
731,10,0,0,3,2,0,1,1,0,1,1,1,0
732,11,0,2377,0,2,0,0,4,1,0,1,1,0
733,11,0,0,0,2,7,3,4,0,1,3,1,0
735,10,2407,0,1,2,2,0,4,1,0,1,1,0
736,10,0,0,1,2,11,1,2,0,1,0,1,0
737,13,0,0,2,5,9,0,4,1,0,1,1,0
738,9,594,0,3,2,7,4,2,0,1,0,1,0
739,13,0,0,2,2,12,0,4,1,0,1,1,1
740,10,0,0,6,2,7,2,4,0,1,0,1,0
741,9,0,0,3,4,13,0,4,1,0,2,1,0
742,14,14084,0,2,2,3,1,4,0,1,1,1,1
743,11,0,0,0,2,12,3,4,1,1,1,1,0
744,8,0,0,6,2,5,3,4,1,1,0,1,0
745,13,0,0,2,1,9,5,4,0,0,1,1,1
746,9,7688,0,3,2,13,0,4,1,0,1,1,1
747,10,0,0,1,2,0,3,2,0,1,1,1,0
748,7,0,0,0,2,2,3,2,1,1,1,0,0
749,13,0,0,2,5,9,0,4,1,0,0,1,0
750,13,7688,0,0,5,3,0,4,1,0,1,1,1
751,13,0,0,0,2,9,4,4,1,1,0,1,0
752,6,0,0,3,4,2,0,4,1,0,1,1,0
753,9,0,0,0,2,13,4,4,1,1,1,1,0
754,9,0,0,1,2,5,1,4,1,1,1,1,0
755,11,0,0,0,2,2,3,4,1,1,0,1,0
756,9,0,0,3,2,13,0,4,1,0,1,1,1
757,13,0,0,1,1,9,1,4,0,1,1,1,0
758,9,0,0,2,0,0,5,4,0,0,1,1,1
759,9,0,0,1,2,4,1,2,1,1,1,1,0
760,9,0,0,1,2,7,1,4,0,1,3,1,0
761,9,0,0,3,1,0,5,4,0,0,0,1,1
762,9,0,0,1,1,10,4,4,1,1,1,0,0
763,16,0,0,3,3,3,0,4,1,0,2,1,1
764,13,0,0,3,2,11,1,4,1,1,1,1,1
765,6,0,0,1,2,7,4,4,0,1,1,1,0
766,10,0,0,1,5,7,2,4,1,0,1,1,0
767,10,0,0,0,2,11,5,4,0,0,0,0,0
768,13,0,0,2,4,11,1,4,0,1,1,1,0
769,9,0,0,1,2,6,1,4,1,1,1,1,0
770,10,0,0,0,2,4,1,4,0,1,0,1,0
771,3,0,0,1,2,4,1,4,1,1,0,0,0
772,9,0,0,1,2,2,4,4,1,1,1,1,0
773,11,0,0,1,2,12,5,4,0,0,0,1,1
774,9,0,0,3,2,11,1,4,1,1,0,1,0
775,11,0,0,0,1,12,1,4,1,1,1,1,0
776,10,0,0,1,2,0,4,4,0,1,1,1,0
778,13,0,0,2,2,11,0,4,1,0,1,1,1
779,10,0,0,3,2,12,1,4,1,1,1,1,0
781,11,0,1669,0,2,6,1,4,0,1,1,1,0
782,11,0,0,2,2,3,0,4,1,0,1,1,1
783,10,0,0,2,4,3,0,4,1,0,2,1,0
784,13,0,0,2,2,11,1,3,0,1,1,1,1
785,10,0,0,2,2,0,1,2,0,1,0,1,0
786,9,0,2352,4,4,4,0,4,1,0,1,1,0
787,8,0,0,6,2,6,3,4,1,1,0,1,0
790,11,0,0,2,2,12,0,4,1,0,1,1,1
791,13,0,0,2,3,12,0,4,1,0,1,1,0
793,9,2463,0,0,2,11,1,4,0,1,1,1,0
794,9,0,0,4,2,13,0,4,1,0,2,1,1
795,10,0,0,0,2,7,2,2,1,1,0,1,0
796,9,0,0,4,2,6,0,4,1,0,1,1,0
797,9,0,0,0,2,6,1,2,1,1,1,1,0
798,14,0,0,2,2,12,1,4,1,1,0,1,1
799,13,0,1902,2,2,3,0,4,1,0,1,0,1
800,12,0,0,2,2,2,1,4,1,1,1,1,0
801,9,0,1721,0,2,7,3,2,1,1,0,1,0
802,7,0,0,4,4,4,4,4,1,1,0,1,0
803,9,0,0,1,2,0,4,4,0,1,0,1,0
804,7,0,0,6,2,11,3,4,0,1,0,1,0
805,9,5178,0,1,2,2,0,4,1,0,1,1,1
807,13,3103,0,1,2,9,0,4,1,0,1,1,1
808,13,0,0,4,2,9,0,4,1,0,1,1,1
809,9,0,0,0,2,13,3,4,1,1,0,1,0
810,9,0,0,1,2,7,3,4,0,1,0,1,0
812,10,0,0,2,2,3,1,4,1,1,1,1,0
813,10,0,0,0,2,0,3,4,1,1,1,1,0
814,6,0,0,6,2,4,3,4,1,1,0,1,0
815,9,0,0,2,4,7,5,4,0,0,2,0,0
816,11,0,0,2,2,9,1,4,0,1,2,1,0
817,10,0,0,3,2,2,0,4,1,0,1,1,1
818,9,0,0,4,2,13,0,4,1,0,1,1,0
819,9,0,0,2,2,13,0,4,1,0,1,1,1
820,11,0,0,2,2,0,4,4,1,1,1,1,0
821,14,0,0,1,2,9,1,4,0,1,1,1,0
822,11,0,0,0,2,12,3,4,1,1,1,1,0
823,9,0,0,1,2,0,1,4,0,1,1,1,0
824,9,0,1672,1,2,3,0,4,1,0,2,1,0
825,9,0,653,3,2,13,4,4,1,1,1,1,1
826,9,0,0,4,2,7,1,4,0,1,1,1,0
827,9,0,0,1,2,6,4,4,0,1,0,1,0
828,10,0,0,2,2,0,1,4,1,1,0,1,0
829,13,0,0,0,3,11,3,4,1,1,1,1,0
831,10,4386,0,3,2,0,5,4,0,0,1,1,1
832,10,0,0,0,2,5,3,4,1,1,1,1,0
833,9,0,0,5,4,3,0,4,1,0,1,1,0
835,9,0,0,3,2,6,0,4,1,0,1,1,0
836,9,0,0,0,2,0,1,4,1,1,1,1,0
837,13,0,0,2,2,9,1,4,0,1,1,1,1
838,13,0,0,0,2,3,1,4,1,1,1,1,0
839,9,0,0,4,2,4,1,4,1,1,3,1,0
840,7,0,0,6,2,11,3,4,1,1,0,1,0
841,10,0,0,1,2,2,0,4,1,0,1,1,0
842,10,0,0,3,2,9,0,4,1,0,1,1,1
843,13,0,0,4,1,9,1,4,0,1,1,1,0
844,9,4386,0,3,2,2,0,4,1,0,1,1,1
845,10,0,0,2,2,9,1,4,1,1,1,1,0
846,9,0,0,2,1,7,1,4,0,1,1,1,0
847,13,0,0,1,2,3,0,4,1,0,1,1,1
848,13,0,0,1,2,2,0,4,1,0,1,1,0
849,9,0,0,1,2,2,3,4,1,1,3,1,0
850,14,0,0,4,2,9,1,4,0,1,1,1,1
851,11,0,0,0,2,0,1,4,0,1,1,1,0
852,9,0,0,2,4,11,0,4,1,0,1,1,0
853,13,0,0,0,2,9,1,4,0,1,1,1,0
854,16,0,0,2,5,9,3,4,1,1,1,1,1
855,9,0,0,1,2,13,3,4,1,1,1,1,0
856,9,0,0,1,1,0,3,4,0,1,1,1,0
857,9,0,0,3,2,7,0,4,1,0,1,1,1
858,13,0,0,1,2,9,3,4,0,1,1,1,0
859,13,0,0,2,2,3,1,4,0,1,1,1,1
860,7,0,0,6,2,0,3,4,0,1,0,1,0
861,9,0,0,2,2,4,0,4,1,0,1,0,0
862,7,0,0,2,2,3,0,4,1,0,1,1,0
863,10,0,0,0,3,3,0,4,1,0,2,1,0
864,9,0,0,1,2,6,0,4,1,0,1,1,0
865,10,0,0,0,2,11,1,4,0,1,3,1,0
866,6,0,0,0,2,5,1,4,1,1,1,1,0
867,7,0,0,6,2,11,3,4,1,1,0,1,0
868,10,0,0,1,2,4,0,4,1,0,1,1,1
869,13,0,0,0,4,9,3,4,1,1,1,1,0
870,13,0,0,2,2,3,0,4,1,0,1,1,1
871,10,0,0,0,2,13,3,4,1,1,1,1,0
872,14,10605,0,5,4,11,0,4,1,0,1,1,1
873,13,0,2415,3,4,11,0,1,1,0,1,0,1
874,3,0,0,3,2,7,4,2,1,1,0,1,0
875,13,0,0,2,2,3,0,4,1,0,2,1,1
876,9,0,0,0,2,5,4,2,0,1,3,1,0
877,11,0,0,1,2,0,4,4,0,1,1,1,0
878,9,0,0,1,2,13,0,4,1,0,1,1,1
879,9,0,0,6,2,0,1,4,0,1,0,1,0
880,5,0,0,2,2,6,1,4,0,1,1,1,0
881,13,0,0,1,2,0,2,4,1,0,1,0,1
882,9,0,0,0,2,2,0,4,1,0,2,1,0
883,13,0,0,1,2,11,0,4,1,0,1,1,1
884,10,0,0,1,2,2,5,4,0,0,2,1,0
886,13,0,0,0,2,3,3,4,1,1,0,1,0
888,9,0,0,3,4,11,0,2,1,0,1,1,0
889,11,2174,0,0,2,12,1,4,0,1,1,1,0
891,13,0,0,1,4,3,1,4,1,1,1,1,0
892,11,0,0,0,2,0,5,1,0,0,1,0,0
893,13,7688,0,1,2,9,0,4,1,0,1,1,1
894,15,0,0,2,4,4,0,4,1,0,2,1,1
895,14,0,0,2,2,9,0,4,1,0,1,1,0
896,10,0,0,2,2,11,3,4,1,1,1,1,0
897,13,0,0,0,2,3,3,4,0,1,1,1,0
898,13,0,0,1,2,3,0,4,1,0,1,1,1
899,9,0,0,0,2,12,0,4,1,0,1,1,0
900,4,0,0,4,1,7,0,4,1,0,1,1,0
901,5,0,0,3,4,2,0,4,1,0,0,1,0
902,9,0,0,0,2,5,3,4,0,1,1,1,0
904,9,0,0,1,2,11,1,4,1,1,1,1,0
905,9,0,0,2,2,6,1,4,0,1,0,1,0
906,10,0,0,1,2,6,1,4,1,1,1,1,0
907,13,0,0,0,2,9,3,2,1,1,3,1,0
908,9,0,0,1,4,5,3,4,1,1,3,1,0
909,10,0,0,3,2,12,0,4,1,0,1,1,0
910,9,0,0,0,2,11,1,4,1,1,0,1,0
911,10,0,0,1,2,2,1,4,1,1,1,1,0
912,6,0,0,3,4,4,0,4,1,0,2,1,0
913,10,0,0,1,2,2,1,4,1,1,1,1,0
914,9,0,0,0,2,11,3,2,1,1,1,1,0
915,13,15024,0,1,2,3,0,4,1,0,1,1,1
916,14,0,0,2,2,9,5,1,0,0,1,0,0
917,9,0,0,4,3,3,0,1,1,0,1,1,1
918,9,0,0,7,4,3,0,4,1,0,0,1,0
919,10,0,0,0,2,7,3,4,1,1,0,1,0
920,10,0,0,0,2,11,1,4,1,1,0,1,0
921,10,0,0,0,2,13,4,4,1,1,1,1,0
922,3,0,0,2,2,6,5,4,0,0,0,0,0
923,10,0,0,1,2,0,5,2,0,0,1,1,0
925,9,0,0,1,2,6,0,4,1,0,1,1,0
926,9,0,0,1,2,6,0,4,1,0,1,1,0
927,14,0,0,3,2,3,0,4,1,0,2,1,1
928,10,0,0,0,2,11,1,4,0,1,1,1,0
929,2,0,0,1,2,8,1,4,0,0,1,0,0
930,9,0,0,2,2,6,1,4,1,1,1,1,0
932,1,0,0,3,1,7,0,4,1,0,1,1,0
933,9,0,0,0,2,0,5,4,0,0,1,0,0
934,7,3103,0,1,2,6,0,4,1,0,1,1,1
935,9,0,0,1,2,2,0,4,1,0,4,1,1
936,14,0,0,2,2,9,1,4,0,1,0,1,0
937,15,0,2415,2,2,9,0,4,1,0,1,1,1
938,9,0,0,1,2,2,0,4,1,0,0,1,0
939,13,0,0,1,2,11,1,4,1,1,1,1,1
940,12,0,0,1,2,7,4,0,0,1,1,1,0
941,9,0,0,1,2,6,0,2,1,0,1,1,0
942,9,0,0,1,3,3,0,4,1,0,1,1,1
943,9,0,0,6,2,7,1,4,0,1,1,1,0
944,9,0,0,0,2,6,0,4,1,0,1,1,0
945,10,0,0,3,1,3,4,2,0,1,0,1,0
946,10,0,0,2,2,0,4,4,0,1,1,1,0
947,13,0,1977,1,3,3,5,4,0,0,1,1,1
948,10,0,0,2,2,2,4,4,1,1,0,1,0
949,10,0,0,2,4,4,4,4,1,1,1,1,0
950,9,0,0,2,5,9,5,4,0,0,1,1,1
951,14,0,0,2,2,3,0,4,1,0,1,1,1
952,4,0,0,3,2,7,4,2,0,1,1,1,0
953,9,0,0,6,2,7,3,4,0,1,0,1,0
954,10,0,0,3,2,3,0,4,1,0,1,1,0
956,10,0,0,2,3,11,0,4,1,0,2,1,1
957,6,0,0,1,1,13,1,4,1,1,1,1,0
958,13,0,0,1,4,3,0,4,1,0,1,1,1
959,12,0,0,2,2,3,0,4,1,0,1,1,1
960,10,0,0,0,2,9,0,4,1,0,1,1,0
961,9,0,0,1,2,6,1,4,0,1,0,1,0
962,13,0,0,1,2,2,0,4,1,0,2,0,0
963,6,0,0,1,2,3,4,4,0,1,1,1,0
964,9,0,0,0,2,13,0,4,1,0,1,1,0
965,9,0,0,0,2,7,3,4,0,1,0,1,0
966,10,0,0,1,3,11,0,4,1,0,2,1,1
967,9,0,0,3,4,2,0,4,1,0,0,1,0
968,13,0,0,2,2,3,0,1,1,0,1,0,1
970,9,0,0,1,2,2,0,4,1,0,0,1,1
971,13,0,0,0,2,12,1,4,0,1,0,1,0
972,13,0,2392,4,2,3,1,4,1,1,1,1,1
973,9,0,0,1,2,2,0,4,1,0,1,1,0
974,9,0,0,2,2,13,4,4,1,1,2,1,0
975,10,0,0,0,2,11,1,4,0,1,1,1,0
976,10,4101,0,0,2,3,1,4,0,1,1,1,0
977,14,0,0,2,5,9,0,4,1,0,0,1,1
978,9,2964,0,5,2,7,1,2,0,1,1,1,0
979,9,0,0,1,2,5,3,4,1,1,1,1,0
980,9,0,0,2,2,0,1,4,0,1,1,1,0
981,12,0,0,0,2,0,1,4,0,1,1,1,0
983,9,0,0,4,4,4,4,4,1,1,1,1,0
984,9,0,0,2,1,10,1,4,1,1,1,1,1
985,11,0,0,4,2,7,1,4,0,1,0,1,0
986,9,0,0,2,2,2,3,2,0,1,0,1,0
987,9,0,0,2,2,0,4,4,0,1,1,1,0
988,9,0,0,2,2,2,4,4,1,1,1,1,0
989,10,3325,0,3,2,9,1,4,0,1,1,1,0
990,13,0,1504,2,2,11,1,4,1,1,1,1,0
991,11,0,0,2,2,6,0,4,1,0,1,1,0
992,9,0,0,3,4,2,0,4,1,0,0,1,0
993,9,0,0,2,2,0,0,4,1,0,1,1,1
994,9,0,0,1,2,3,1,4,1,1,1,1,0
995,9,0,0,3,2,3,0,4,1,0,1,1,1
996,14,0,0,2,2,9,1,4,1,1,1,1,0
997,13,0,0,2,0,3,4,4,1,1,1,1,1
998,10,2580,0,2,2,6,0,4,1,0,1,1,0
999,13,15024,0,1,3,3,0,4,1,0,1,1,1
1000,10,0,0,0,2,7,3,4,1,1,1,1,0
1001,16,0,1902,3,2,9,0,4,1,0,2,1,1
1002,9,0,0,1,5,9,5,4,0,0,1,1,1
1003,13,0,0,0,1,9,3,4,0,1,2,1,0
1004,9,0,0,1,2,7,3,4,1,1,3,1,0
1005,13,0,0,3,2,0,0,4,1,0,1,1,0
1006,9,0,0,4,2,6,1,2,1,1,1,1,0
1007,9,0,0,1,3,3,0,4,1,0,1,1,1
1008,9,15024,0,3,4,2,0,4,1,0,1,1,1
1009,10,0,0,0,2,11,0,4,1,0,1,0,0
1010,9,0,0,3,2,6,1,4,0,1,1,1,0
1011,11,0,0,1,2,13,3,4,1,1,1,1,0
1012,9,3103,0,3,2,6,0,4,1,0,1,1,1
1013,10,0,0,2,2,9,0,4,1,0,1,1,1
1014,14,0,0,1,2,9,0,4,1,0,0,1,0
1015,4,0,0,2,2,5,0,4,1,0,1,1,0
1016,11,0,0,1,2,12,5,4,0,0,1,1,1
1017,9,0,0,3,2,7,4,4,0,1,0,1,0
1018,9,0,0,0,2,2,1,4,1,1,1,1,0
1020,10,0,0,2,2,2,1,4,1,1,1,0,0
1021,14,0,0,2,1,9,0,4,1,0,0,1,1
1022,9,0,0,2,2,11,1,4,0,1,0,1,0
1023,10,0,0,1,2,7,0,4,1,0,1,1,0
1024,9,0,0,0,2,6,4,2,0,1,1,1,0
1025,9,0,0,3,2,7,0,4,1,0,1,0,0
1027,9,0,0,2,2,3,0,4,1,0,1,1,1
1028,6,0,0,2,2,0,5,4,0,0,1,1,0
1029,14,0,0,2,3,11,1,1,1,0,1,0,0
1030,11,0,0,1,2,0,1,4,0,1,1,1,0
1031,12,0,1719,0,5,7,3,4,1,1,0,1,0
1032,10,0,0,0,2,11,1,4,1,1,1,1,0
1033,9,0,0,1,2,7,1,2,0,1,1,1,0
1037,9,0,0,1,2,7,1,4,1,1,2,1,0
1038,9,0,0,1,2,8,4,2,0,1,0,1,0
1040,9,0,0,7,2,7,1,4,0,1,1,1,0
1041,10,0,0,0,2,6,3,2,0,1,1,1,0
1042,10,0,0,2,2,0,1,4,0,1,1,1,0
1043,13,7688,0,2,2,3,0,4,1,0,2,1,1
1044,10,0,0,0,2,12,1,4,0,1,0,1,0
1045,15,0,0,0,2,9,4,4,1,1,1,1,0
1047,10,0,0,0,2,7,0,4,1,0,1,1,0
1048,10,0,0,0,2,11,1,4,0,1,1,1,0
1049,13,0,1902,1,2,9,0,4,1,0,1,1,1
1050,9,0,0,4,2,6,0,4,1,0,1,1,0
1051,13,0,0,3,4,11,0,4,1,0,1,0,1
1052,13,7298,0,1,2,0,0,4,1,0,1,1,1
1053,10,0,0,3,4,11,0,4,1,0,1,1,1
1054,10,0,0,1,2,2,1,4,1,1,1,0,0
1055,13,0,0,1,2,11,0,4,1,0,1,1,0
1056,8,0,0,1,4,13,0,4,1,0,2,1,0
1057,11,0,0,2,2,2,1,4,0,1,1,1,0
1058,14,0,1902,2,1,9,0,4,1,0,1,1,1
1059,9,0,0,2,2,2,0,4,1,0,1,1,1
1060,9,0,0,2,4,3,0,4,1,0,0,1,0
1061,9,3471,0,4,2,6,0,4,1,0,1,1,0
1062,9,0,0,3,2,7,0,4,1,0,0,0,0
1063,12,0,0,1,2,7,4,4,0,1,1,1,0
1064,10,0,0,2,2,11,0,4,1,0,4,1,1
1065,10,0,0,1,2,7,3,4,1,1,1,1,0
